participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.contribution,player.subsession_id,player.group_id,player.payoff,group.id_in_subsession,group.total_contribution,group.individual_share,group.multiplier_group,group.endowment_group,group.number_group,group.subsession_id,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,7dnmu7ub,,0,0,33,,,,,,0,,,0,1,,12,12,0,1,,,,,,12,4,fvokbrg2,,,,,,1
2,ljse8elw,,0,0,33,,,,,,0,,,0,2,,12,12,0,1,,,,,,12,4,fvokbrg2,,,,,,1
1,7dnmu7ub,,0,0,33,,,,,,0,,,0,1,,13,13,0,1,,,,,,13,5,fvokbrg2,,,,,,1
2,ljse8elw,,0,0,33,,,,,,0,,,0,2,,13,13,0,1,,,,,,13,5,fvokbrg2,,,,,,1
1,7dnmu7ub,,0,0,33,,,,,,0,,,0,1,,14,14,0,1,,,,,,14,6,fvokbrg2,,,,,,1
2,ljse8elw,,0,0,33,,,,,,0,,,0,2,,14,14,0,1,,,,,,14,6,fvokbrg2,,,,,,1
1,7dnmu7ub,,0,0,33,,,,,,0,,,0,1,,15,15,0,1,,,,,,15,7,fvokbrg2,,,,,,1
2,ljse8elw,,0,0,33,,,,,,0,,,0,2,,15,15,0,1,,,,,,15,7,fvokbrg2,,,,,,1
1,7dnmu7ub,,0,0,33,,,,,,0,,,0,1,,16,16,0,1,,,,,,16,8,fvokbrg2,,,,,,1
2,ljse8elw,,0,0,33,,,,,,0,,,0,2,,16,16,0,1,,,,,,16,8,fvokbrg2,,,,,,1
1,1g9ibyno,,0,6,33,public_goods_h,2,Contribute,10.146.232.248,2018-04-24 17:09:27.169184+00:00,1,,,350,1,50,17,17,350,1,150,300,4,100,2,17,1,qwi21tao,,,,,,0
2,h7vrcis2,,0,7,33,public_goods_h,2,ResultsWaitPage,10.16.206.216,2018-04-24 17:22:40.150741+00:00,1,,,300,2,100,17,17,300,1,150,300,4,100,2,17,1,qwi21tao,,,,,,0
3,nhzc15i2,,0,6,33,public_goods_h,2,Contribute,10.91.166.137,2018-04-24 17:22:46.708332+00:00,1,,,300,1,100,17,18,300,2,150,300,4,100,2,17,1,qwi21tao,,,,,,0
4,mdz1x5hu,,0,7,33,public_goods_h,2,ResultsWaitPage,10.11.169.30,2018-04-24 17:23:08.307004+00:00,1,,,350,2,50,17,18,350,2,150,300,4,100,2,17,1,qwi21tao,,,,,,0
5,bxlf3nve,,0,33,33,payment_info,1,PaymentInfo,10.239.186.148,2018-04-24 17:23:11.411538+00:00,1,,,2279,1,50,17,19,350,3,150,300,4,100,2,17,1,qwi21tao,,,,,,0
6,xvpimse8,,0,33,33,payment_info,1,PaymentInfo,10.13.221.137,2018-04-24 17:23:20.757723+00:00,1,,,1955,2,100,17,19,300,3,150,300,4,100,2,17,1,qwi21tao,,,,,,0
7,zno33i4k,,0,7,33,public_goods_h,2,ResultsWaitPage,10.183.194.45,2018-04-24 17:23:47.238547+00:00,1,,,300,1,100,17,20,300,4,150,300,4,100,2,17,1,qwi21tao,,,,,,0
8,eel27qvi,,0,6,33,public_goods_h,2,Contribute,127.0.0.1,2018-04-24 17:28:29.526412+00:00,1,,,350,2,50,17,20,350,4,150,300,4,100,2,17,1,qwi21tao,,,,,,0
9,tsk6gzsw,,0,6,33,public_goods_h,2,Contribute,127.0.0.1,2018-04-24 17:28:29.592731+00:00,1,,,250,1,50,17,21,250,5,100,200,4,100,2,17,1,qwi21tao,,,,,,0
10,ewsu8t75,,0,6,33,public_goods_h,2,Contribute,127.0.0.1,2018-04-24 17:28:29.661237+00:00,1,,,250,2,50,17,21,250,5,100,200,4,100,2,17,1,qwi21tao,,,,,,0
1,1g9ibyno,,0,6,33,public_goods_h,2,Contribute,10.146.232.248,2018-04-24 17:09:27.169184+00:00,1,,,350,1,,18,22,0,1,,,,,,18,2,qwi21tao,,,,,,0
2,h7vrcis2,,0,7,33,public_goods_h,2,ResultsWaitPage,10.16.206.216,2018-04-24 17:22:40.150741+00:00,1,,,300,2,100,18,22,0,1,,,,,,18,2,qwi21tao,,,,,,0
3,nhzc15i2,,0,6,33,public_goods_h,2,Contribute,10.91.166.137,2018-04-24 17:22:46.708332+00:00,1,,,300,1,,18,23,0,2,,,,,,18,2,qwi21tao,,,,,,0
4,mdz1x5hu,,0,7,33,public_goods_h,2,ResultsWaitPage,10.11.169.30,2018-04-24 17:23:08.307004+00:00,1,,,350,2,25,18,23,0,2,,,,,,18,2,qwi21tao,,,,,,0
5,bxlf3nve,,0,33,33,payment_info,1,PaymentInfo,10.239.186.148,2018-04-24 17:23:11.411538+00:00,1,,,2279,1,50,18,24,250,3,100,200,4,100,2,18,2,qwi21tao,,,,,,0
6,xvpimse8,,0,33,33,payment_info,1,PaymentInfo,10.13.221.137,2018-04-24 17:23:20.757723+00:00,1,,,1955,2,50,18,24,250,3,100,200,4,100,2,18,2,qwi21tao,,,,,,0
7,zno33i4k,,0,7,33,public_goods_h,2,ResultsWaitPage,10.183.194.45,2018-04-24 17:23:47.238547+00:00,1,,,300,1,100,18,25,0,4,,,,,,18,2,qwi21tao,,,,,,0
8,eel27qvi,,0,6,33,public_goods_h,2,Contribute,127.0.0.1,2018-04-24 17:28:29.526412+00:00,1,,,350,2,,18,25,0,4,,,,,,18,2,qwi21tao,,,,,,0
9,tsk6gzsw,,0,6,33,public_goods_h,2,Contribute,127.0.0.1,2018-04-24 17:28:29.592731+00:00,1,,,250,1,,18,26,0,5,,,,,,18,2,qwi21tao,,,,,,0
10,ewsu8t75,,0,6,33,public_goods_h,2,Contribute,127.0.0.1,2018-04-24 17:28:29.661237+00:00,1,,,250,2,,18,26,0,5,,,,,,18,2,qwi21tao,,,,,,0
1,1g9ibyno,,0,6,33,public_goods_h,2,Contribute,10.146.232.248,2018-04-24 17:09:27.169184+00:00,1,,,350,1,,19,27,0,1,,,,,,19,3,qwi21tao,,,,,,0
2,h7vrcis2,,0,7,33,public_goods_h,2,ResultsWaitPage,10.16.206.216,2018-04-24 17:22:40.150741+00:00,1,,,300,2,,19,27,0,1,,,,,,19,3,qwi21tao,,,,,,0
3,nhzc15i2,,0,6,33,public_goods_h,2,Contribute,10.91.166.137,2018-04-24 17:22:46.708332+00:00,1,,,300,1,,19,28,0,2,,,,,,19,3,qwi21tao,,,,,,0
4,mdz1x5hu,,0,7,33,public_goods_h,2,ResultsWaitPage,10.11.169.30,2018-04-24 17:23:08.307004+00:00,1,,,350,2,,19,28,0,2,,,,,,19,3,qwi21tao,,,,,,0
5,bxlf3nve,,0,33,33,payment_info,1,PaymentInfo,10.239.186.148,2018-04-24 17:23:11.411538+00:00,1,,,2279,1,50,19,29,250,3,100,200,4,100,2,19,3,qwi21tao,,,,,,0
6,xvpimse8,,0,33,33,payment_info,1,PaymentInfo,10.13.221.137,2018-04-24 17:23:20.757723+00:00,1,,,1955,2,50,19,29,250,3,100,200,4,100,2,19,3,qwi21tao,,,,,,0
7,zno33i4k,,0,7,33,public_goods_h,2,ResultsWaitPage,10.183.194.45,2018-04-24 17:23:47.238547+00:00,1,,,300,1,,19,30,0,4,,,,,,19,3,qwi21tao,,,,,,0
8,eel27qvi,,0,6,33,public_goods_h,2,Contribute,127.0.0.1,2018-04-24 17:28:29.526412+00:00,1,,,350,2,,19,30,0,4,,,,,,19,3,qwi21tao,,,,,,0
9,tsk6gzsw,,0,6,33,public_goods_h,2,Contribute,127.0.0.1,2018-04-24 17:28:29.592731+00:00,1,,,250,1,,19,31,0,5,,,,,,19,3,qwi21tao,,,,,,0
10,ewsu8t75,,0,6,33,public_goods_h,2,Contribute,127.0.0.1,2018-04-24 17:28:29.661237+00:00,1,,,250,2,,19,31,0,5,,,,,,19,3,qwi21tao,,,,,,0
1,1g9ibyno,,0,6,33,public_goods_h,2,Contribute,10.146.232.248,2018-04-24 17:09:27.169184+00:00,1,,,350,1,,20,32,0,1,,,,,,20,4,qwi21tao,,,,,,0
2,h7vrcis2,,0,7,33,public_goods_h,2,ResultsWaitPage,10.16.206.216,2018-04-24 17:22:40.150741+00:00,1,,,300,2,,20,32,0,1,,,,,,20,4,qwi21tao,,,,,,0
3,nhzc15i2,,0,6,33,public_goods_h,2,Contribute,10.91.166.137,2018-04-24 17:22:46.708332+00:00,1,,,300,1,,20,33,0,2,,,,,,20,4,qwi21tao,,,,,,0
4,mdz1x5hu,,0,7,33,public_goods_h,2,ResultsWaitPage,10.11.169.30,2018-04-24 17:23:08.307004+00:00,1,,,350,2,,20,33,0,2,,,,,,20,4,qwi21tao,,,,,,0
5,bxlf3nve,,0,33,33,payment_info,1,PaymentInfo,10.239.186.148,2018-04-24 17:23:11.411538+00:00,1,,,2279,1,50,20,34,350,3,150,300,4,100,2,20,4,qwi21tao,,,,,,0
6,xvpimse8,,0,33,33,payment_info,1,PaymentInfo,10.13.221.137,2018-04-24 17:23:20.757723+00:00,1,,,1955,2,100,20,34,300,3,150,300,4,100,2,20,4,qwi21tao,,,,,,0
7,zno33i4k,,0,7,33,public_goods_h,2,ResultsWaitPage,10.183.194.45,2018-04-24 17:23:47.238547+00:00,1,,,300,1,,20,35,0,4,,,,,,20,4,qwi21tao,,,,,,0
8,eel27qvi,,0,6,33,public_goods_h,2,Contribute,127.0.0.1,2018-04-24 17:28:29.526412+00:00,1,,,350,2,,20,35,0,4,,,,,,20,4,qwi21tao,,,,,,0
9,tsk6gzsw,,0,6,33,public_goods_h,2,Contribute,127.0.0.1,2018-04-24 17:28:29.592731+00:00,1,,,250,1,,20,36,0,5,,,,,,20,4,qwi21tao,,,,,,0
10,ewsu8t75,,0,6,33,public_goods_h,2,Contribute,127.0.0.1,2018-04-24 17:28:29.661237+00:00,1,,,250,2,,20,36,0,5,,,,,,20,4,qwi21tao,,,,,,0
1,1g9ibyno,,0,6,33,public_goods_h,2,Contribute,10.146.232.248,2018-04-24 17:09:27.169184+00:00,1,,,350,1,,21,37,0,1,,,,,,21,5,qwi21tao,,,,,,0
2,h7vrcis2,,0,7,33,public_goods_h,2,ResultsWaitPage,10.16.206.216,2018-04-24 17:22:40.150741+00:00,1,,,300,2,,21,37,0,1,,,,,,21,5,qwi21tao,,,,,,0
3,nhzc15i2,,0,6,33,public_goods_h,2,Contribute,10.91.166.137,2018-04-24 17:22:46.708332+00:00,1,,,300,1,,21,38,0,2,,,,,,21,5,qwi21tao,,,,,,0
4,mdz1x5hu,,0,7,33,public_goods_h,2,ResultsWaitPage,10.11.169.30,2018-04-24 17:23:08.307004+00:00,1,,,350,2,,21,38,0,2,,,,,,21,5,qwi21tao,,,,,,0
5,bxlf3nve,,0,33,33,payment_info,1,PaymentInfo,10.239.186.148,2018-04-24 17:23:11.411538+00:00,1,,,2279,1,1,21,39,301,3,101,202,4,100,2,21,5,qwi21tao,,,,,,0
6,xvpimse8,,0,33,33,payment_info,1,PaymentInfo,10.13.221.137,2018-04-24 17:23:20.757723+00:00,1,,,1955,2,100,21,39,202,3,101,202,4,100,2,21,5,qwi21tao,,,,,,0
7,zno33i4k,,0,7,33,public_goods_h,2,ResultsWaitPage,10.183.194.45,2018-04-24 17:23:47.238547+00:00,1,,,300,1,,21,40,0,4,,,,,,21,5,qwi21tao,,,,,,0
8,eel27qvi,,0,6,33,public_goods_h,2,Contribute,127.0.0.1,2018-04-24 17:28:29.526412+00:00,1,,,350,2,,21,40,0,4,,,,,,21,5,qwi21tao,,,,,,0
9,tsk6gzsw,,0,6,33,public_goods_h,2,Contribute,127.0.0.1,2018-04-24 17:28:29.592731+00:00,1,,,250,1,,21,41,0,5,,,,,,21,5,qwi21tao,,,,,,0
10,ewsu8t75,,0,6,33,public_goods_h,2,Contribute,127.0.0.1,2018-04-24 17:28:29.661237+00:00,1,,,250,2,,21,41,0,5,,,,,,21,5,qwi21tao,,,,,,0
1,1g9ibyno,,0,6,33,public_goods_h,2,Contribute,10.146.232.248,2018-04-24 17:09:27.169184+00:00,1,,,350,1,,22,42,0,1,,,,,,22,6,qwi21tao,,,,,,0
2,h7vrcis2,,0,7,33,public_goods_h,2,ResultsWaitPage,10.16.206.216,2018-04-24 17:22:40.150741+00:00,1,,,300,2,,22,42,0,1,,,,,,22,6,qwi21tao,,,,,,0
3,nhzc15i2,,0,6,33,public_goods_h,2,Contribute,10.91.166.137,2018-04-24 17:22:46.708332+00:00,1,,,300,1,,22,43,0,2,,,,,,22,6,qwi21tao,,,,,,0
4,mdz1x5hu,,0,7,33,public_goods_h,2,ResultsWaitPage,10.11.169.30,2018-04-24 17:23:08.307004+00:00,1,,,350,2,,22,43,0,2,,,,,,22,6,qwi21tao,,,,,,0
5,bxlf3nve,,0,33,33,payment_info,1,PaymentInfo,10.239.186.148,2018-04-24 17:23:11.411538+00:00,1,,,2279,1,1,22,44,103,3,2,4,4,100,2,22,6,qwi21tao,,,,,,0
6,xvpimse8,,0,33,33,payment_info,1,PaymentInfo,10.13.221.137,2018-04-24 17:23:20.757723+00:00,1,,,1955,2,1,22,44,103,3,2,4,4,100,2,22,6,qwi21tao,,,,,,0
7,zno33i4k,,0,7,33,public_goods_h,2,ResultsWaitPage,10.183.194.45,2018-04-24 17:23:47.238547+00:00,1,,,300,1,,22,45,0,4,,,,,,22,6,qwi21tao,,,,,,0
8,eel27qvi,,0,6,33,public_goods_h,2,Contribute,127.0.0.1,2018-04-24 17:28:29.526412+00:00,1,,,350,2,,22,45,0,4,,,,,,22,6,qwi21tao,,,,,,0
9,tsk6gzsw,,0,6,33,public_goods_h,2,Contribute,127.0.0.1,2018-04-24 17:28:29.592731+00:00,1,,,250,1,,22,46,0,5,,,,,,22,6,qwi21tao,,,,,,0
10,ewsu8t75,,0,6,33,public_goods_h,2,Contribute,127.0.0.1,2018-04-24 17:28:29.661237+00:00,1,,,250,2,,22,46,0,5,,,,,,22,6,qwi21tao,,,,,,0
1,1g9ibyno,,0,6,33,public_goods_h,2,Contribute,10.146.232.248,2018-04-24 17:09:27.169184+00:00,1,,,350,1,,23,47,0,1,,,,,,23,7,qwi21tao,,,,,,0
2,h7vrcis2,,0,7,33,public_goods_h,2,ResultsWaitPage,10.16.206.216,2018-04-24 17:22:40.150741+00:00,1,,,300,2,,23,47,0,1,,,,,,23,7,qwi21tao,,,,,,0
3,nhzc15i2,,0,6,33,public_goods_h,2,Contribute,10.91.166.137,2018-04-24 17:22:46.708332+00:00,1,,,300,1,,23,48,0,2,,,,,,23,7,qwi21tao,,,,,,0
4,mdz1x5hu,,0,7,33,public_goods_h,2,ResultsWaitPage,10.11.169.30,2018-04-24 17:23:08.307004+00:00,1,,,350,2,,23,48,0,2,,,,,,23,7,qwi21tao,,,,,,0
5,bxlf3nve,,0,33,33,payment_info,1,PaymentInfo,10.239.186.148,2018-04-24 17:23:11.411538+00:00,1,,,2279,1,25,23,49,325,3,125,250,4,100,2,23,7,qwi21tao,,,,,,0
6,xvpimse8,,0,33,33,payment_info,1,PaymentInfo,10.13.221.137,2018-04-24 17:23:20.757723+00:00,1,,,1955,2,100,23,49,250,3,125,250,4,100,2,23,7,qwi21tao,,,,,,0
7,zno33i4k,,0,7,33,public_goods_h,2,ResultsWaitPage,10.183.194.45,2018-04-24 17:23:47.238547+00:00,1,,,300,1,,23,50,0,4,,,,,,23,7,qwi21tao,,,,,,0
8,eel27qvi,,0,6,33,public_goods_h,2,Contribute,127.0.0.1,2018-04-24 17:28:29.526412+00:00,1,,,350,2,,23,50,0,4,,,,,,23,7,qwi21tao,,,,,,0
9,tsk6gzsw,,0,6,33,public_goods_h,2,Contribute,127.0.0.1,2018-04-24 17:28:29.592731+00:00,1,,,250,1,,23,51,0,5,,,,,,23,7,qwi21tao,,,,,,0
10,ewsu8t75,,0,6,33,public_goods_h,2,Contribute,127.0.0.1,2018-04-24 17:28:29.661237+00:00,1,,,250,2,,23,51,0,5,,,,,,23,7,qwi21tao,,,,,,0
1,1g9ibyno,,0,6,33,public_goods_h,2,Contribute,10.146.232.248,2018-04-24 17:09:27.169184+00:00,1,,,350,1,,24,52,0,1,,,,,,24,8,qwi21tao,,,,,,0
2,h7vrcis2,,0,7,33,public_goods_h,2,ResultsWaitPage,10.16.206.216,2018-04-24 17:22:40.150741+00:00,1,,,300,2,,24,52,0,1,,,,,,24,8,qwi21tao,,,,,,0
3,nhzc15i2,,0,6,33,public_goods_h,2,Contribute,10.91.166.137,2018-04-24 17:22:46.708332+00:00,1,,,300,1,,24,53,0,2,,,,,,24,8,qwi21tao,,,,,,0
4,mdz1x5hu,,0,7,33,public_goods_h,2,ResultsWaitPage,10.11.169.30,2018-04-24 17:23:08.307004+00:00,1,,,350,2,,24,53,0,2,,,,,,24,8,qwi21tao,,,,,,0
5,bxlf3nve,,0,33,33,payment_info,1,PaymentInfo,10.239.186.148,2018-04-24 17:23:11.411538+00:00,1,,,2279,1,50,24,54,350,3,150,300,4,100,2,24,8,qwi21tao,,,,,,0
6,xvpimse8,,0,33,33,payment_info,1,PaymentInfo,10.13.221.137,2018-04-24 17:23:20.757723+00:00,1,,,1955,2,100,24,54,300,3,150,300,4,100,2,24,8,qwi21tao,,,,,,0
7,zno33i4k,,0,7,33,public_goods_h,2,ResultsWaitPage,10.183.194.45,2018-04-24 17:23:47.238547+00:00,1,,,300,1,,24,55,0,4,,,,,,24,8,qwi21tao,,,,,,0
8,eel27qvi,,0,6,33,public_goods_h,2,Contribute,127.0.0.1,2018-04-24 17:28:29.526412+00:00,1,,,350,2,,24,55,0,4,,,,,,24,8,qwi21tao,,,,,,0
9,tsk6gzsw,,0,6,33,public_goods_h,2,Contribute,127.0.0.1,2018-04-24 17:28:29.592731+00:00,1,,,250,1,,24,56,0,5,,,,,,24,8,qwi21tao,,,,,,0
10,ewsu8t75,,0,6,33,public_goods_h,2,Contribute,127.0.0.1,2018-04-24 17:28:29.661237+00:00,1,,,250,2,,24,56,0,5,,,,,,24,8,qwi21tao,,,,,,0
